_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_widget_list_58_is_add,_content_data_widget_list_58_sub_data,_content_data_widget_list_58_sub_key,_content_data_widget_list_58_band_id,_content_data_widget_list_58_type,_content_data_widget_list_58_platform_in,_content_data_widget_list_58_site,_content_data_widget_list_58_stay_time,_content_data_widget_list_58_url,_content_data_widget_list_58_jump_url,_content_data_widget_list_58_tip_bottom_color,_content_data_widget_list_58_tip_text_color,_content_data_widget_list_58_tip_text,_content_data_widget_list_58_web_cover,_content_data_widget_list_58_cover,_content_data_widget_list_58_title,_content_data_widget_list_58_id,_content_data_timestamp,_msg_type,
8.42,19:34:51,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30926000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864091,other,
8.58,19:34:51,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30926100%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864091,other,
9.38,19:34:52,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30926200%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864092,other,
9.49,19:34:52,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30926300%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864092,other,
9.6,19:34:52,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30926400%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864092,other,
9.61,19:34:52,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30926500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864092,other,
10.49,19:34:53,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30927500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864093,other,
12.58,19:34:55,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30977500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864095,other,
18.66,19:35:01,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A30977500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864101,other,
18.72,19:35:01,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31115500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864101,other,
29.38,19:35:12,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31115500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864112,other,
29.38,19:35:12,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31116500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864112,other,
33.49,19:35:16,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31117500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864116,other,
33.98,19:35:16,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31255500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864116,other,
34.39,19:35:17,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31256500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864117,other,
34.48,19:35:17,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31257500%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864117,other,
35.48,19:35:18,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31257600%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864118,other,
35.51,19:35:18,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31258600%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864118,other,
35.56,19:35:18,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31259600%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864118,other,
35.58,19:35:18,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31259700%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864118,other,
39.47,19:35:22,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31259800%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864122,other,
42.52,19:35:25,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31259900%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864125,other,
43.58,19:35:26,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31261900%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864126,other,
44.39,19:35:27,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31263900%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864127,other,
44.48,19:35:27,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31265900%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864127,other,
44.58,19:35:27,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31266000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864127,other,
45.11,19:35:27,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31366000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864127,other,
45.15,19:35:27,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31396000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864127,other,
48.37,19:35:31,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31397000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864131,other,
55.47,19:35:38,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31397000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864138,other,
55.49,19:35:38,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31757000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864138,other,
58.48,19:35:41,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31758000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864141,other,
58.49,19:35:41,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31759000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864141,other,
58.55,19:35:41,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31760000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864141,other,
58.59,19:35:41,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31761000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864141,other,
59.19,19:35:42,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31919000%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864141,other,
61.59,19:35:44,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31919100%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864144,other,
62.38,19:35:45,2021.12.30,WIDGET_BANNER,True,%7B%22people_type%22%3A0%2C%22sub_task_info%22%3A%5B%7B%22sub_task_id%22%3A261%2C%22sub_task_type%22%3A5%2C%22title%22%3A%22%E8%8E%B7%E5%BE%97%E7%94%B5%E6%B1%A0%22%2C%22target_num%22%3A377900000%2C%22current_num%22%3A31920100%2C%22reward_type%22%3A%5B1%5D%2C%22people_type%22%3A0%7D%5D%7D,,0,7,['pc_link'],1,5,,http://bilibili@wwww.com,,,,,,主播任务挂件,58,1640864145,other,
