_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_user_info_face,_content_data_user_info_face_frame,_content_data_user_info_guard_level,_content_data_user_info_is_main_vip,_content_data_user_info_is_svip,_content_data_user_info_is_vip,_content_data_user_info_level_color,_content_data_user_info_manager,_content_data_user_info_name_color,_content_data_user_info_title,_content_data_user_info_uname,_content_data_user_info_user_level,_content_data_uid,_content_data_ts,_content_data_trans_mark,_content_data_token,_content_data_time,_content_data_start_time,_content_data_rate,_content_data_price,_content_data_message_trans,_content_data_message_font_color,_content_data_message,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_is_send_audit,_content_data_is_ranked,_content_data_id,_content_data_gift_gift_id,_content_data_gift_gift_name,_content_data_gift_num,_content_data_end_time,_content_data_dmscore,_content_data_color_point,_content_data_background_price_color,_content_data_background_image,_content_data_background_icon,_content_data_background_color_start,_content_data_background_color_end,_content_data_background_color,_content_data_background_bottom_color,_content_roomid,_msg_type,
212.85,19:38:15,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/54a9ba84fd3aba86cc6c1f0e37ac94606e22b496.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#61c05a,0,#00D1F1,0,吃红薯要用勺,14,482439,1640864295,0,C210C9FD,300,1640864295,1000,100,,#72110E,豆豆好可爱！！,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,26,蕾丝,,777536,1,1,2907342,12000,醒目留言,1,1640864595,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
240.36,19:38:43,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/a02ff02cd5e23f3b0e272b7bd7dee02af6dc3e20.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,鱼香茄茄饭,4,7688299,1640864322,0,80A309F4,300,1640864322,1000,100,,#72110E,主播好帅哦！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,1,2907345,12000,醒目留言,1,1640864622,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
249.05,19:38:51,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/0942acc8aa2ec5b0a22c942cd78a7411042b03d3.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#61c05a,0,#00D1F1,title-543-1,Lex是唯一关注,19,9455904,1640864330,0,46465A59,300,1640864330,1000,100,,#72110E,古典美女蕾薇薇,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,26,蕾丝,,777536,1,1,2907347,12000,醒目留言,1,1640864630,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
249.05,19:38:51,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/742b4ce89905110bc06b749dcccb8ff81e1c26f3.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,0,仟佰何,15,396995537,1640864330,0,8C23AD6,300,1640864330,1000,100,,#72110E,哥！太帅了哥！豆豆可爱你更可爱！！！,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,25,蕾丝,,777536,1,1,2907350,12000,醒目留言,1,1640864630,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
249.05,19:38:51,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#a068f1,0,#FF7C28,title-544-1,北红豆,39,6587897,1640864330,0,2F1EDFCA,120,1640864330,1000,50,,#A3F6FF,《怎么办》-she,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,32,蕾丝,,777536,1,0,2907354,12000,醒目留言,1,1640864450,136,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
252.27,19:38:55,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/60776ac040d15776143588cc19ee3ae014a29c4a.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,顾咕咕噜噜噜噜,3,1144107504,1640864334,0,ABD9B491,120,1640864334,1000,50,,#A3F6FF,帅哥！太帅了！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907358,12000,醒目留言,1,1640864454,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
283.36,19:39:26,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/dea8bb095f29394edac3a6a8e39c3f8abc5ac7fa.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,1,0,0,#5896de,0,#E17AFF,0,雪松不是松,22,6833342,1640864365,0,19191B9,60,1640864365,1000,30,,#A3F6FF,求求了长发拍个签名照再剪吧！！！,11365,LexBurner,2,0,1,#6154c,16771156,6850801,398668,27,蕾丝,,777536,1,0,2907361,12000,醒目留言,1,1640864425,128,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
283.36,19:39:26,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/1b370509baf9b1776814ce536eeabbaa1e91818b.jpg,,0,1,0,0,#969696,0,#666666,0,三分熟的糯米,4,431818183,1640864365,0,E0F764CD,60,1640864365,1000,30,,#A3F6FF,下午发的sc说想看煤球，心满意足了，感谢小揪揪超级无敌好看的主播,11365,LexBurner,0,0,1,#8d7ca6,9272486,9272486,9272486,9,蕾丝,,777536,1,0,2907362,12000,醒目留言,1,1640864425,40,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
348.31,19:40:31,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/dea8bb095f29394edac3a6a8e39c3f8abc5ac7fa.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,1,0,0,#5896de,0,#E17AFF,0,雪松不是松,22,6833342,1640864430,0,F88AC156,300,1640864430,1000,100,,#72110E,求求了拍个签名照再剪吧,11365,LexBurner,2,0,1,#6154c,16771156,6850801,398668,27,蕾丝,,777536,1,1,2907383,12000,醒目留言,1,1640864730,128,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
374.91,19:40:57,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/7e700572a81cbc1ecb2ac197018bcacdef93a480.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,顾徐风,4,16489363,1640864457,0,A0D31750,60,1640864457,1000,30,,#A3F6FF,哥快祝我考完期末啦！！！！（ps 同款耳机！！我续舰长啦！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907387,12000,醒目留言,1,1640864517,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
397.15,19:41:19,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/c025bb42c6f999c1c1805f5c86a889d92799303e.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,title-543-1,橙野在泡茶,19,39380468,1640864479,0,B2005419,300,1640864479,1000,100,,#72110E,剪头发好呀！在年前把这一年的坏东西都剪掉！,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,26,蕾丝,,777536,1,1,2907389,12000,醒目留言,1,1640864779,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
514.57,19:43:17,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/0dc4542c550eb7e8af2858b7ef76bc9df22f9f19.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,0,0,0,#61c05a,0,#E17AFF,0,穆彻,20,1840457354,1640864596,0,628B8755,1800,1640864596,1000,520,,#72110E,帅哥——我们不用看游戏,11365,LexBurner,2,0,1,#6154c,16771156,6850801,398668,27,蕾丝,,777536,1,1,2907407,12000,醒目留言,1,1640866396,128,0.7,#E8AF79,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,https://i0.hdslb.com/bfs/live/e12e931ed8d9e5189ab6d1a3a1da35af4f8a55af.png,#FFA850,#DB9039,#FFEAD2,#E09443,11365,other,
523.3,19:43:26,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#ff86b2,0,#FF7C28,title-520-1,南瓜54,42,2703098,1640864605,0,6F9B433C,120,1640864605,1000,50,,#A3F6FF,这两个屏幕不能对换吗,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,31,蕾丝,,777536,1,0,2907416,12000,醒目留言,1,1640864725,136,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
543.24,19:43:46,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/134de8be9a9bf2927a75e3abf6cc551cac911185.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#5896de,0,#00D1F1,0,竹戈千,22,299884526,1640864625,0,2A8AD7DF,60,1640864625,1000,30,,#A3F6FF,我敲！帅哥你谁！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907419,12000,醒目留言,1,1640864685,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
620.37,19:45:03,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/fa8eba38ee83fc92771b6ef39adb733a9f064b47.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#61c05a,0,#00D1F1,0,喵喵小炸弹,20,289851547,1640864702,0,85DB7DBD,300,1640864702,1000,100,,#72110E,太好看了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,1,2907429,12000,醒目留言,1,1640865002,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
657.4,19:45:40,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/891cb4c5b4c2e7f13e661478e343e3c67e8fd48c.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,豆沙包子是白菜馅的,10,16467487,1640864739,0,E6589402,300,1640864739,1000,100,,#72110E,我感觉心里的老鹿又开始乱撞了,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,1,2907432,12000,醒目留言,1,1640865039,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
699.96,19:46:22,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/c50237c1d9ce8d5678ebe5f1da616e93b3252e26.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#5896de,0,#00D1F1,0,是楚楚我昂,21,260645178,1640864782,0,9EAAAE11,300,1640864782,1000,100,,#72110E,点一首《衝撃》，安藤裕子的。谢谢蕾丝丝~,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,1,2907444,12000,醒目留言,1,1640865082,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
699.96,19:46:22,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/2fe922e4df2c5a50efde58325a7798d646100aa4.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,小澄要努力,10,178471672,1640864782,0,592F8BCF,60,1640864782,1000,30,,#A3F6FF,我不行了啊啊啊啊真的好帅 戴眼镜！！！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,0,2907446,12000,醒目留言,1,1640864842,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
718.0,19:46:40,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#a068f1,0,#FF7C28,title-544-1,北红豆,39,6587897,1640864800,0,491A3FF2,120,1640864800,1000,50,,#A3F6FF,不要害羞——————,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,32,蕾丝,,777536,1,0,2907447,12000,醒目留言,1,1640864920,136,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
718.0,19:46:40,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/66b91906ca9caf6bf22495791ccd57d973e8f10a.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,title-544-1,白萝卜不吃胡萝卜,11,9859606,1640864800,0,FD4C73E6,300,1640864800,1000,100,,#72110E,哥，眼镜别摘！太好看了QAQ,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,25,蕾丝,,777536,1,1,2907449,12000,醒目留言,1,1640865100,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
738.7,19:47:01,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/b46e4c7ec6b49326e269cbce19c51e9b421b26a4.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,title-544-1,鲸鱼极光,17,4665734,1640864820,0,520D2E66,300,1640864820,1000,100,,#72110E,崽崽，你戴眼镜真好看！不要害羞啊,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,26,蕾丝,,777536,1,1,2907453,12000,醒目留言,1,1640865120,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
750.84,19:47:13,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/d3d2a8e7b8870018381b55263d4bec8ef878ed86.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,两面宿傩替我打乒乓,10,34491490,1640864832,0,D6899DB4,300,1640864832,1000,100,,#72110E,我不行了 哥好帅啊啊啊啊啊,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,1,2907457,12000,醒目留言,1,1640865132,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
